Price Hub,Trade Date,Delivery Start Date,Delivery End Date, High Price $/MWh , Low Price $/MWh , Wtd Avg Price $/MWh , Change , Daily Volume MWh ,Number of Trades,Number of Counterparties,
Indiana,10-Mar-09,11-Mar-09,11-Mar-09,39.25,36.5,37.85,4.49,29 600,36,22,
Indiana,11-Mar-09,12-Mar-09,12-Mar-09,40,38.75,39.18,1.33,8 000,9,13,
Indiana,12-Mar-09,13-Mar-09,13-Mar-09,36,34.5,35.31,-3.87,24 800,28,16,
Indiana,13-Mar-09,16-Mar-09,16-Mar-09,33,32,32.5,-2.81,23 200,29,18,
Indiana,16-Mar-09,17-Mar-09,17-Mar-09,31,30,30.46,-2.04,18 400,22,21,
Indiana,17-Mar-09,18-Mar-09,18-Mar-09,29.5,28.75,29.13,-1.33,15 200,19,19,
Indiana,18-Mar-09,19-Mar-09,19-Mar-09,30.25,29.75,29.97,0.84,9 600,12,11,
Indiana,19-Mar-09,20-Mar-09,20-Mar-09,31.5,30.75,31.05,1.08,4 000,5,9,
Indiana,20-Mar-09,23-Mar-09,23-Mar-09,31,30,30.37,-0.68,13 600,17,14,
Indiana,23-Mar-09,24-Mar-09,24-Mar-09,30,29,29.51,-0.86,18 400,23,18,
Indiana,24-Mar-09,25-Mar-09,25-Mar-09,31.35,30.5,30.92,1.41,24 800,29,19,
Indiana,25-Mar-09,26-Mar-09,26-Mar-09,32,31.25,31.71,0.79,22 400,27,21,
Indiana,26-Mar-09,27-Mar-09,27-Mar-09,31.75,31.2,31.41,-0.3,12 800,15,13,
Indiana,27-Mar-09,30-Mar-09,30-Mar-09,33,32.7,32.79,1.38,8 000,9,10,
Indiana,30-Mar-09,31-Mar-09,31-Mar-09,31.5,30.5,31.09,-1.7,21 600,27,19,
Indiana,31-Mar-09,1-Apr-09,1-Apr-09,30.25,29.25,29.88,-1.21,29 600,35,22,
Indiana,1-Apr-09,2-Apr-09,2-Apr-09,29.5,28.6,28.99,-0.89,24 800,27,14,
Indiana,2-Apr-09,3-Apr-09,3-Apr-09,30.95,29.5,30.18,1.19,44 800,55,28,
Indiana,3-Apr-09,6-Apr-09,6-Apr-09,37.5,35.5,36.42,6.24,30 400,36,29,
Indiana,6-Apr-09,7-Apr-09,7-Apr-09,39.75,36.5,37.81,1.39,28 800,36,26,
Indiana,7-Apr-09,8-Apr-09,8-Apr-09,33.75,33,33.22,-4.59,32 800,40,27,
Indiana,8-Apr-09,9-Apr-09,9-Apr-09,32,30.3,30.79,-2.43,19 200,23,18,
Indiana,9-Apr-09,10-Apr-09,10-Apr-09,26.5,26,26.19,-4.6,13 600,15,15,
Indiana,10-Apr-09,13-Apr-09,13-Apr-09,29.5,28.25,28.83,2.64,8 000,10,10,
Indiana,13-Apr-09,14-Apr-09,14-Apr-09,32,30.5,31.11,2.28,32 000,37,18,
Indiana,14-Apr-09,15-Apr-09,15-Apr-09,32,30.75,31.13,0.02,25 600,29,18,
Indiana,15-Apr-09,16-Apr-09,16-Apr-09,32,30.75,31.15,0.02,13 600,17,19,
Indiana,16-Apr-09,17-Apr-09,17-Apr-09,29.75,27.75,28.84,-2.31,35 200,40,23,
Indiana,17-Apr-09,20-Apr-09,20-Apr-09,34.5,32.5,33.26,4.42,13 600,17,16,
Indiana,20-Apr-09,21-Apr-09,21-Apr-09,34.25,33.5,34.05,0.79,12 800,15,16,
Indiana,21-Apr-09,22-Apr-09,22-Apr-09,33.5,32.25,33.07,-0.98,14 400,18,17,
Indiana,22-Apr-09,23-Apr-09,23-Apr-09,30.95,30,30.45,-2.62,13 600,16,18,
Indiana,23-Apr-09,24-Apr-09,24-Apr-09,36,35,35.66,5.21,52 000,65,28,
Indiana,24-Apr-09,27-Apr-09,27-Apr-09,37.75,36,36.44,0.78,25 600,32,20,
Indiana,27-Apr-09,28-Apr-09,28-Apr-09,34.75,32.75,33.1,-3.34,21 600,26,22,
Indiana,28-Apr-09,29-Apr-09,29-Apr-09,31,30,30.35,-2.75,12 000,15,12,
Indiana,29-Apr-09,30-Apr-09,30-Apr-09,30.5,29.75,30.16,-0.19,17 600,22,19,
Indiana,30-Apr-09,1-May-09,1-May-09,31.75,30.5,30.78,0.62,17 600,22,20,
Indiana,1-May-09,4-May-09,4-May-09,31.25,30.5,31.02,0.24,9 600,11,14,
Indiana,4-May-09,5-May-09,5-May-09,32.75,32,32.2,1.18,17 600,22,19,
Indiana,5-May-09,6-May-09,6-May-09,33,31.5,31.95,-0.25,12 800,16,18,
Indiana,6-May-09,7-May-09,7-May-09,34.25,33.75,34,2.05,14 400,16,17,
Indiana,7-May-09,8-May-09,8-May-09,34,33.5,33.78,-0.22,28 800,35,22,
Indiana,8-May-09,11-May-09,11-May-09,34,32.75,33.52,-0.26,18 400,23,13,
Indiana,11-May-09,12-May-09,12-May-09,32.25,31.5,31.85,-1.67,16 800,20,16,
Indiana,12-May-09,13-May-09,13-May-09,31,29.5,30.4,-1.45,10 400,13,11,
Indiana,13-May-09,14-May-09,14-May-09,33.9,32.25,33.13,2.73,42 400,47,22,
Indiana,14-May-09,15-May-09,15-May-09,36.5,33.5,35.05,1.92,42 400,52,26,
Indiana,15-May-09,18-May-09,18-May-09,36,34,34.69,-0.36,24 800,31,19,
Indiana,18-May-09,19-May-09,19-May-09,32,30.75,31.18,-3.51,31 200,36,22,
Indiana,19-May-09,20-May-09,20-May-09,34,33,33.38,2.2,29 600,37,23,
Indiana,20-May-09,21-May-09,21-May-09,35.45,34,34.73,1.35,33 600,36,23,
Indiana,21-May-09,22-May-09,22-May-09,36,34.75,35.77,1.04,24 800,31,18,
Indiana,22-May-09,26-May-09,26-May-09,33.25,32.5,32.98,-2.79,9 600,11,7,
Indiana,26-May-09,27-May-09,27-May-09,34.75,32.75,33.59,0.61,41 600,50,29,
Indiana,27-May-09,28-May-09,28-May-09,37,33.5,35.14,1.55,64 800,75,32,
Indiana,28-May-09,29-May-09,29-May-09,31.5,30.75,31.17,-3.97,23 200,28,12,
Indiana,29-May-09,1-Jun-09,1-Jun-09,38.25,37.25,37.84,6.67,29 600,36,18,
Indiana,1-Jun-09,2-Jun-09,2-Jun-09,36.75,36,36.36,-1.48,18 400,23,15,
Indiana,2-Jun-09,3-Jun-09,3-Jun-09,32,31,31.36,-5,23 200,29,21,
Indiana,3-Jun-09,4-Jun-09,4-Jun-09,27.4,26,26.54,-4.82,20 000,23,13,
Indiana,4-Jun-09,5-Jun-09,5-Jun-09,27.5,25.5,26.2,-0.34,27 200,32,13,
Indiana,5-Jun-09,8-Jun-09,8-Jun-09,36.5,36,36.4,10.2,16 800,20,15,
Indiana,8-Jun-09,9-Jun-09,9-Jun-09,33,30.5,32.06,-4.34,18 400,23,22,
Indiana,9-Jun-09,10-Jun-09,10-Jun-09,31.25,30,30.35,-1.71,19 200,24,18,
Indiana,10-Jun-09,11-Jun-09,11-Jun-09,29,28,28.4,-1.95,24 800,31,22,
Indiana,11-Jun-09,12-Jun-09,12-Jun-09,28.75,27.75,28.1,-0.3,20 800,25,17,
Indiana,12-Jun-09,15-Jun-09,15-Jun-09,32.25,31.25,31.86,3.76,5 600,7,10,
Indiana,15-Jun-09,16-Jun-09,16-Jun-09,35,33.25,34.33,2.47,28 800,36,25,
Indiana,16-Jun-09,17-Jun-09,17-Jun-09,35.75,34.5,34.91,0.58,38 400,45,22,
Indiana,17-Jun-09,18-Jun-09,18-Jun-09,36.95,34.5,35.89,0.98,32 800,40,25,
Indiana,18-Jun-09,19-Jun-09,19-Jun-09,40,38.5,39.22,3.33,46 400,54,27,
Indiana,19-Jun-09,22-Jun-09,22-Jun-09,41.25,40,40.49,1.27,12 800,16,17,
Indiana,22-Jun-09,23-Jun-09,23-Jun-09,49.75,47.5,48.68,8.19,40 800,49,27,
Indiana,23-Jun-09,24-Jun-09,24-Jun-09,53.75,49.5,51.88,3.2,74 400,89,34,
Indiana,24-Jun-09,25-Jun-09,25-Jun-09,48,45,45.91,-5.97,44 000,51,30,
Indiana,25-Jun-09,26-Jun-09,26-Jun-09,49.75,48,48.94,3.03,39 200,49,26,
Indiana,26-Jun-09,29-Jun-09,29-Jun-09,35,33.5,34.22,-14.72,22 400,25,18,
Indiana,29-Jun-09,30-Jun-09,30-Jun-09,28.25,27.25,27.89,-6.33,24 800,31,15,
Indiana,30-Jun-09,1-Jul-09,1-Jul-09,28.75,25.5,26.54,-1.35,38 400,48,23,
Indiana,1-Jul-09,2-Jul-09,2-Jul-09,28.5,28,28.19,1.65,11 200,14,13,
Indiana,2-Jul-09,3-Jul-09,3-Jul-09,25.5,24.75,25.23,-2.96,10 400,13,8,
Indiana,3-Jul-09,6-Jul-09,6-Jul-09,29,29,29,3.77,800,1,2,
Indiana,6-Jul-09,7-Jul-09,7-Jul-09,32.5,31,31.82,2.82,28 000,35,22,
Indiana,7-Jul-09,8-Jul-09,8-Jul-09,32.25,31.3,31.78,-0.04,52 800,63,25,
Indiana,8-Jul-09,9-Jul-09,9-Jul-09,33,32.25,32.63,0.85,45 600,44,21,
Indiana,9-Jul-09,10-Jul-09,10-Jul-09,35.25,34.15,34.65,2.02,40 000,48,27,
Indiana,10-Jul-09,13-Jul-09,13-Jul-09,32.5,31.75,31.91,-2.74,20 000,24,19,
Indiana,13-Jul-09,14-Jul-09,14-Jul-09,31.5,28.75,30.3,-1.61,44 000,52,21,
Indiana,14-Jul-09,15-Jul-09,15-Jul-09,34,32.75,33.31,3.01,49 600,60,30,
Indiana,15-Jul-09,16-Jul-09,16-Jul-09,32.5,30.75,31.36,-1.95,35 200,40,23,
Indiana,16-Jul-09,17-Jul-09,17-Jul-09,28.5,27.25,28.16,-3.2,19 200,24,17,
Indiana,17-Jul-09,20-Jul-09,20-Jul-09,30,29,29.51,1.35,15 200,19,17,
Indiana,20-Jul-09,21-Jul-09,21-Jul-09,29.25,28.75,29.04,-0.47,16 000,20,12,
Indiana,21-Jul-09,22-Jul-09,22-Jul-09,29.5,28.5,28.82,-0.22,22 400,28,17,
Indiana,22-Jul-09,23-Jul-09,23-Jul-09,30,29.75,29.98,1.16,11 200,14,9,
Indiana,23-Jul-09,24-Jul-09,24-Jul-09,33.75,32.5,32.83,2.85,20 800,23,17,
Indiana,24-Jul-09,27-Jul-09,27-Jul-09,33.75,33,33.14,0.31,8 800,11,12,
Indiana,27-Jul-09,28-Jul-09,28-Jul-09,36,35,35.67,2.53,26 400,30,23,
Indiana,28-Jul-09,29-Jul-09,29-Jul-09,31.75,30.5,31.01,-4.66,15 200,18,16,
Indiana,29-Jul-09,30-Jul-09,30-Jul-09,30.25,29.75,30.01,-1,21 600,26,16,
Indiana,30-Jul-09,31-Jul-09,31-Jul-09,29.25,28.5,28.81,-1.2,18 400,21,16,
Indiana,31-Jul-09,3-Aug-09,3-Aug-09,34,33.25,33.61,4.8,23 200,25,20,
Indiana,3-Aug-09,4-Aug-09,4-Aug-09,34.5,34.25,34.38,0.77,28 800,26,17,
Indiana,4-Aug-09,5-Aug-09,5-Aug-09,35.75,35,35.33,0.95,16 000,19,16,
Indiana,5-Aug-09,6-Aug-09,6-Aug-09,31.5,30.75,30.82,-4.51,21 600,27,15,
Indiana,6-Aug-09,7-Aug-09,7-Aug-09,31,30.75,30.81,-0.01,12 800,16,15,
Indiana,7-Aug-09,10-Aug-09,10-Aug-09,46.25,44.25,45.36,14.55,29 600,36,22,
Indiana,10-Aug-09,11-Aug-09,11-Aug-09,40,35.75,36.41,-8.95,28 000,35,22,
Indiana,11-Aug-09,12-Aug-09,12-Aug-09,32.5,32,32.25,-4.16,18 400,23,15,
Indiana,12-Aug-09,13-Aug-09,13-Aug-09,32.25,32,32.17,-0.08,14 400,18,14,
Indiana,13-Aug-09,14-Aug-09,14-Aug-09,33.75,33.25,33.55,1.38,19 200,21,14,
Indiana,14-Aug-09,17-Aug-09,17-Aug-09,38,37,37.63,4.08,6 400,8,12,
Indiana,17-Aug-09,18-Aug-09,18-Aug-09,35.5,34.25,34.71,-2.92,20 800,24,19,
Indiana,18-Aug-09,19-Aug-09,19-Aug-09,35,33,34.12,-0.59,25 600,32,22,
Indiana,19-Aug-09,20-Aug-09,20-Aug-09,32.25,31.75,32.02,-2.1,10 400,13,9,
Indiana,20-Aug-09,21-Aug-09,21-Aug-09,30.85,30.25,30.59,-1.43,21 600,27,17,
Indiana,21-Aug-09,24-Aug-09,24-Aug-09,29.25,29,29.04,-1.55,23 200,19,17,
Indiana,24-Aug-09,25-Aug-09,25-Aug-09,32.25,31.5,31.89,2.85,31 200,37,25,
Indiana,25-Aug-09,26-Aug-09,26-Aug-09,31,30.25,30.71,-1.18,24 000,29,21,
Indiana,26-Aug-09,27-Aug-09,27-Aug-09,30.5,29.5,30,-0.71,37 600,46,21,
Indiana,27-Aug-09,28-Aug-09,28-Aug-09,27.5,26.85,27.01,-2.99,15 200,19,13,
Indiana,28-Aug-09,31-Aug-09,31-Aug-09,26.5,26,26.17,-0.84,24 000,28,18,
Indiana,31-Aug-09,1-Sep-09,1-Sep-09,27,26.75,26.92,0.75,11 200,14,13,
Indiana,1-Sep-09,2-Sep-09,2-Sep-09,25.5,24.75,25.18,-1.74,10 400,13,12,
Indiana,2-Sep-09,3-Sep-09,3-Sep-09,24.25,23.05,23.68,-1.5,22 400,27,18,
Indiana,3-Sep-09,4-Sep-09,4-Sep-09,27,24.45,25.36,1.68,41 600,52,23,
Indiana,4-Sep-09,8-Sep-09,8-Sep-09,27,26.5,26.78,1.42,8 000,10,12,
Indiana,8-Sep-09,9-Sep-09,9-Sep-09,28.25,27.25,27.71,0.93,27 200,32,20,
Indiana,9-Sep-09,10-Sep-09,10-Sep-09,28.5,27.75,28.13,0.42,22 400,28,16,
Indiana,10-Sep-09,11-Sep-09,11-Sep-09,28.35,27.5,27.88,-0.25,32 800,37,15,
Indiana,11-Sep-09,14-Sep-09,14-Sep-09,30,29,29.43,1.55,44 800,54,31,
Indiana,14-Sep-09,15-Sep-09,15-Sep-09,32.5,31.5,32,2.57,36 000,40,27,
Indiana,15-Sep-09,16-Sep-09,16-Sep-09,31.25,30.25,30.56,-1.44,18 400,23,17,
Indiana,16-Sep-09,17-Sep-09,17-Sep-09,30.25,29.1,29.65,-0.91,23 200,28,21,
Indiana,17-Sep-09,18-Sep-09,18-Sep-09,31,29.75,30.48,0.83,34 400,41,27,
Indiana,18-Sep-09,21-Sep-09,21-Sep-09,31,30.5,30.69,0.21,11 200,14,12,
Indiana,21-Sep-09,22-Sep-09,22-Sep-09,36,35.25,35.62,4.93,30 400,34,22,
Indiana,22-Sep-09,23-Sep-09,23-Sep-09,35.5,35,35.11,-0.51,18 400,23,18,
Indiana,23-Sep-09,24-Sep-09,24-Sep-09,34,33,33.62,-1.49,24 800,29,20,
Indiana,24-Sep-09,25-Sep-09,25-Sep-09,29.2,28.75,28.99,-4.63,12 800,13,9,
Indiana,25-Sep-09,28-Sep-09,28-Sep-09,28.5,27.65,28.03,-0.96,22 400,28,13,
Indiana,28-Sep-09,29-Sep-09,29-Sep-09,27.25,26.25,26.47,-1.56,19 200,22,16,
Indiana,29-Sep-09,30-Sep-09,30-Sep-09,26.75,25.25,25.77,-0.7,24 800,31,22,
Indiana,30-Sep-09,1-Oct-09,1-Oct-09,29.5,26.75,27.82,2.05,58 400,72,27,
Indiana,1-Oct-09,2-Oct-09,2-Oct-09,26.5,25.5,25.79,-2.03,30 400,35,24,
Indiana,2-Oct-09,5-Oct-09,5-Oct-09,27.5,26.75,27.08,1.29,14 400,18,15,
Indiana,5-Oct-09,6-Oct-09,6-Oct-09,28,27,27.39,0.31,31 200,39,20,
Indiana,6-Oct-09,7-Oct-09,7-Oct-09,30.95,29.25,30.14,2.75,28 000,35,21,
Indiana,7-Oct-09,8-Oct-09,8-Oct-09,30.55,29.25,29.93,-0.21,16 800,21,18,
Indiana,8-Oct-09,9-Oct-09,9-Oct-09,32,30,31.34,1.41,48 000,59,27,
Indiana,9-Oct-09,12-Oct-09,12-Oct-09,35.25,34.25,34.8,3.46,25 600,32,20,
Indiana,12-Oct-09,13-Oct-09,13-Oct-09,35.25,34,34.77,-0.03,37 600,46,25,
Indiana,13-Oct-09,14-Oct-09,14-Oct-09,35.5,34.25,34.84,0.07,75 200,63,29,
Indiana,14-Oct-09,15-Oct-09,15-Oct-09,33.5,32,32.99,-1.85,24 000,30,20,
Indiana,15-Oct-09,16-Oct-09,16-Oct-09,37.35,36,36.65,3.66,26 400,32,24,
Indiana,16-Oct-09,19-Oct-09,19-Oct-09,35,33,34.11,-2.54,12 800,14,15,
Indiana,19-Oct-09,20-Oct-09,20-Oct-09,32.05,31.5,31.92,-2.19,10 400,13,10,
Indiana,20-Oct-09,21-Oct-09,21-Oct-09,33,32.25,32.4,0.48,16 800,19,14,
Indiana,21-Oct-09,22-Oct-09,22-Oct-09,34.5,32.5,33.08,0.68,21 600,26,21,
Indiana,22-Oct-09,23-Oct-09,23-Oct-09,32.75,31.5,32.3,-0.78,32 800,40,20,
Indiana,23-Oct-09,26-Oct-09,26-Oct-09,35.5,34,35.27,2.97,20 000,24,13,
Indiana,26-Oct-09,27-Oct-09,27-Oct-09,36.75,35.5,35.97,0.7,25 600,30,16,
Indiana,27-Oct-09,28-Oct-09,28-Oct-09,34,33,33.41,-2.56,20 000,25,15,
Indiana,28-Oct-09,29-Oct-09,29-Oct-09,35,33.75,34.07,0.66,24 800,30,17,
Indiana,29-Oct-09,30-Oct-09,30-Oct-09,33.25,32.75,33.11,-0.96,15 200,19,14,
Indiana,30-Oct-09,2-Nov-09,2-Nov-09,35.95,35,35.54,2.43,26 400,32,21,
Indiana,2-Nov-09,3-Nov-09,3-Nov-09,38,37,37.64,2.1,44 800,56,24,
Indiana,3-Nov-09,4-Nov-09,4-Nov-09,34.75,33.75,34.28,-3.36,21 600,27,17,
Indiana,4-Nov-09,5-Nov-09,5-Nov-09,34,33.5,33.73,-0.55,17 600,21,15,
Indiana,5-Nov-09,6-Nov-09,6-Nov-09,32.25,31.25,31.8,-1.93,38 400,45,18,
Indiana,6-Nov-09,9-Nov-09,9-Nov-09,30,29.75,29.8,-2,11 200,14,10,
Indiana,9-Nov-09,10-Nov-09,10-Nov-09,31,30,30.63,0.83,22 400,28,15,
Indiana,10-Nov-09,11-Nov-09,11-Nov-09,31.25,30,30.27,-0.36,27 200,30,20,
Indiana,11-Nov-09,12-Nov-09,12-Nov-09,30,29.5,29.6,-0.67,18 400,23,16,
Indiana,12-Nov-09,13-Nov-09,13-Nov-09,30,28.75,29.19,-0.41,16 000,19,16,
Indiana,13-Nov-09,16-Nov-09,16-Nov-09,30,28.75,29.2,0.01,24 800,30,20,
Indiana,16-Nov-09,17-Nov-09,17-Nov-09,28,27,27.43,-1.77,24 000,27,18,
Indiana,17-Nov-09,18-Nov-09,18-Nov-09,30.5,29.75,30.12,2.69,20 000,25,15,
Indiana,18-Nov-09,19-Nov-09,19-Nov-09,32.5,31.75,32.31,2.19,28 800,33,17,
Indiana,19-Nov-09,20-Nov-09,20-Nov-09,32.75,30,31.98,-0.33,32 000,35,23,
Indiana,20-Nov-09,23-Nov-09,23-Nov-09,29,28.6,28.77,-3.21,16 800,21,15,
Indiana,23-Nov-09,24-Nov-09,24-Nov-09,32,29.5,30.71,1.94,31 200,36,20,
Indiana,24-Nov-09,25-Nov-09,25-Nov-09,30.5,29.25,29.81,-0.9,26 400,31,18,
Indiana,25-Nov-09,27-Nov-09,27-Nov-09,27.2,26.25,26.63,-3.18,31 200,37,16,
Indiana,27-Nov-09,30-Nov-09,30-Nov-09,36.5,35.75,36.13,9.5,1 600,2,3,
Indiana,30-Nov-09,1-Dec-09,1-Dec-09,36,34,35.11,-1.02,40 800,51,24,
Indiana,1-Dec-09,2-Dec-09,2-Dec-09,38.25,35.75,36.42,1.31,19 200,20,15,
Indiana,2-Dec-09,3-Dec-09,3-Dec-09,37.25,36.25,36.85,0.43,28 000,34,21,
Indiana,3-Dec-09,4-Dec-09,4-Dec-09,43.75,41.3,42.54,5.69,59 200,64,29,
Indiana,4-Dec-09,7-Dec-09,7-Dec-09,40,39.25,39.68,-2.86,10 400,13,12,
Indiana,7-Dec-09,8-Dec-09,8-Dec-09,42.75,41,41.85,2.17,24 000,30,23,
Indiana,8-Dec-09,9-Dec-09,9-Dec-09,42,40.25,41.18,-0.67,44 000,55,29,
Indiana,9-Dec-09,10-Dec-09,10-Dec-09,49.85,47,48.61,7.43,52 000,65,30,
Indiana,10-Dec-09,11-Dec-09,11-Dec-09,47,45.5,46.3,-2.31,40 800,48,28,
Indiana,11-Dec-09,14-Dec-09,14-Dec-09,43,42,42.36,-3.94,24 000,29,17,
Indiana,14-Dec-09,15-Dec-09,15-Dec-09,41.25,40.25,40.94,-1.42,44 000,55,24,
Indiana,15-Dec-09,16-Dec-09,16-Dec-09,45.25,43.75,44.56,3.62,51 200,63,32,
Indiana,16-Dec-09,17-Dec-09,17-Dec-09,47.5,46,46.91,2.35,35 200,43,19,
Indiana,17-Dec-09,18-Dec-09,18-Dec-09,42.75,41.75,42.34,-4.57,19 200,23,16,
Indiana,18-Dec-09,21-Dec-09,21-Dec-09,47.75,46.75,47.12,4.78,17 600,21,15,
Indiana,21-Dec-09,22-Dec-09,22-Dec-09,39.05,38,38.6,-8.52,11 200,12,15,
Indiana,22-Dec-09,23-Dec-09,23-Dec-09,33.75,33.25,33.46,-5.14,21 600,25,13,
Indiana,23-Dec-09,24-Dec-09,24-Dec-09,27.9,26,26.95,-6.51,25 600,32,17,
Indiana,24-Dec-09,28-Dec-09,28-Dec-09,37,34.5,35.32,8.37,5 600,7,6,
Indiana,28-Dec-09,29-Dec-09,29-Dec-09,44,42,42.85,7.53,27 200,33,19,
Indiana,29-Dec-09,30-Dec-09,30-Dec-09,44.5,41,42.89,0.04,29 600,36,21,
Indiana,30-Dec-09,31-Dec-09,31-Dec-09,33,31.75,32.08,-10.81,12 800,16,13,
Indiana,31-Dec-09,4-Jan-10,4-Jan-10,52.5,51,51.86,19.78,21 600,27,16,
Indiana,4-Jan-10,5-Jan-10,5-Jan-10,60.75,57.5,59.33,7.47,34 400,42,23,
Indiana,5-Jan-10,6-Jan-10,6-Jan-10,58.5,55,56.62,-2.71,36 800,45,25,
Indiana,6-Jan-10,7-Jan-10,7-Jan-10,65,62.25,63.61,6.99,76 000,86,34,
Indiana,7-Jan-10,8-Jan-10,8-Jan-10,66.5,60,63.84,0.23,43 200,52,26,
Indiana,8-Jan-10,11-Jan-10,11-Jan-10,58.5,55,57.1,-6.74,36 000,41,21,
Indiana,11-Jan-10,12-Jan-10,12-Jan-10,48,44,46.02,-11.08,33 600,42,27,
Indiana,12-Jan-10,13-Jan-10,13-Jan-10,39.5,38,38.55,-7.47,33 600,41,26,
Indiana,13-Jan-10,14-Jan-10,14-Jan-10,41.25,39,39.81,1.26,35 200,40,24,
Indiana,14-Jan-10,15-Jan-10,15-Jan-10,37.5,36,36.65,-3.16,9 600,12,12,
Indiana,15-Jan-10,18-Jan-10,18-Jan-10,38,36,37.47,0.82,14 400,18,11,
Indiana,18-Jan-10,19-Jan-10,19-Jan-10,43,41.75,42.18,4.71,11 200,13,13,
Indiana,19-Jan-10,20-Jan-10,20-Jan-10,40,38.75,39.48,-2.7,24 800,30,19,
Indiana,20-Jan-10,21-Jan-10,21-Jan-10,36.5,35.75,36.03,-3.45,12 000,15,11,
Indiana,21-Jan-10,22-Jan-10,22-Jan-10,35.5,35,35.21,-0.82,13 600,15,12,
Indiana,22-Jan-10,25-Jan-10,25-Jan-10,41,38.5,39.45,4.24,34 400,39,27,
Indiana,25-Jan-10,26-Jan-10,26-Jan-10,42.5,40.5,41.83,2.38,18 400,23,21,
Indiana,26-Jan-10,27-Jan-10,27-Jan-10,45.25,43.25,44.05,2.22,16 800,20,19,
Indiana,27-Jan-10,28-Jan-10,28-Jan-10,45.75,44.8,45.19,1.14,16 000,20,17,
Indiana,28-Jan-10,29-Jan-10,29-Jan-10,48.4,47.5,48.07,2.88,27 200,33,21,
Indiana,29-Jan-10,1-Feb-10,1-Feb-10,46.5,45,46.09,-1.98,32 000,31,15,
Indiana,1-Feb-10,2-Feb-10,2-Feb-10,39,38,38.49,-7.6,36 800,37,24,
Indiana,2-Feb-10,3-Feb-10,3-Feb-10,38.5,37.5,37.93,-0.56,20 800,25,24,
Indiana,3-Feb-10,4-Feb-10,4-Feb-10,39.75,38.5,39.02,1.09,21 600,25,17,
Indiana,4-Feb-10,5-Feb-10,5-Feb-10,40.5,39.1,39.83,0.81,36 000,44,24,
Indiana,5-Feb-10,8-Feb-10,8-Feb-10,48.5,46.5,47.87,8.04,21 600,26,18,
Indiana,8-Feb-10,9-Feb-10,9-Feb-10,45,42.75,43.88,-3.99,30 400,36,31,
Indiana,9-Feb-10,10-Feb-10,10-Feb-10,46,44.75,45.24,1.36,49 600,49,28,
Indiana,10-Feb-10,11-Feb-10,11-Feb-10,47.5,44.75,46.4,1.16,24 000,30,23,
Indiana,11-Feb-10,12-Feb-10,12-Feb-10,43.5,41.75,42.22,-4.18,43 200,51,26,
Indiana,12-Feb-10,15-Feb-10,15-Feb-10,42.5,41.75,42.18,-0.04,12 000,10,12,
Indiana,15-Feb-10,16-Feb-10,16-Feb-10,46,44.5,45.26,3.08,20 800,25,20,
Indiana,16-Feb-10,17-Feb-10,17-Feb-10,41.25,39.75,40.36,-4.9,33 600,42,25,
Indiana,17-Feb-10,18-Feb-10,18-Feb-10,41.75,41,41.37,1.01,13 600,17,18,
Indiana,18-Feb-10,19-Feb-10,19-Feb-10,40,37.5,38.5,-2.87,25 600,32,21,
Indiana,19-Feb-10,22-Feb-10,22-Feb-10,40,39.5,39.88,1.38,35 200,40,26,
Indiana,22-Feb-10,23-Feb-10,23-Feb-10,40,37.75,38.73,-1.15,37 600,46,27,
Indiana,23-Feb-10,24-Feb-10,24-Feb-10,40.5,39.5,40.09,1.36,32 800,40,24,
Indiana,24-Feb-10,25-Feb-10,25-Feb-10,42.75,41.5,42.13,2.04,24 000,28,16,
Indiana,25-Feb-10,26-Feb-10,26-Feb-10,39.5,38.25,39.08,-3.05,28 800,31,24,
Indiana,26-Feb-10,1-Mar-10,1-Mar-10,40.05,39.5,39.86,0.78,9 600,12,12,
Indiana,1-Mar-10,2-Mar-10,2-Mar-10,40.5,39.75,40.07,0.21,36 800,45,28,
Indiana,2-Mar-10,3-Mar-10,3-Mar-10,41.5,40.75,40.99,0.92,20 000,25,20,
Indiana,3-Mar-10,4-Mar-10,4-Mar-10,40,38.75,39.38,-1.61,16 800,21,17,
Indiana,4-Mar-10,5-Mar-10,5-Mar-10,37.5,36.25,36.77,-2.61,21 600,26,22,
Indiana,5-Mar-10,8-Mar-10,8-Mar-10,35,33.9,34.27,-2.5,28 000,32,16,
Indiana,8-Mar-10,9-Mar-10,9-Mar-10,32.25,31.5,31.87,-2.4,24 800,29,21,
Indiana,9-Mar-10,10-Mar-10,10-Mar-10,32,30.85,31.36,-0.51,23 200,27,20,
Indiana,10-Mar-10,11-Mar-10,11-Mar-10,32.5,31.9,32.29,0.93,12 800,15,13,
Indiana,11-Mar-10,12-Mar-10,12-Mar-10,30.5,29,30.1,-2.19,10 400,13,13,
Indiana,12-Mar-10,15-Mar-10,15-Mar-10,35.6,33.85,34.61,4.51,25 600,31,19,
Indiana,15-Mar-10,16-Mar-10,16-Mar-10,34.5,33.75,34.05,-0.56,27 200,34,22,
Indiana,16-Mar-10,17-Mar-10,17-Mar-10,33.25,32,32.71,-1.34,36 000,43,23,
Indiana,17-Mar-10,18-Mar-10,18-Mar-10,34,33.5,33.92,1.21,32 800,38,23,
Indiana,18-Mar-10,19-Mar-10,19-Mar-10,32.5,31.25,31.67,-2.25,22 400,25,20,
