Price Hub,Trade Date,Delivery Start Date,Delivery End Date,High Price $/MWh,Low Price $/MWh,Wtd Avg Price $/MWh,Change, Daily Volume MWh ,Number of Trades,Number of Companies
PJM West,1/2/01,1/3/01,1/3/01,65.50,64.50,65.00,, 1 600 ,2,2
PJM West,1/3/01,1/4/01,1/4/01,63.00,59.50,61.25,(3.75), 3 200 ,4,2
PJM West,1/4/01,1/5/01,1/5/01,60.00,58.50,59.12,(2.13), 4 800 ,6,4
PJM West,1/8/01,1/9/01,1/9/01,59.50,59.50,59.50,0.38 , 800 ,1,2
PJM West,1/9/01,1/10/01,1/10/01,58.00,55.50,56.61,(2.89), 5 600 ,7,6
PJM West,1/10/01,1/11/01,1/11/01,50.50,49.00,49.75,(6.86), 3 200 ,4,4
PJM West,1/11/01,1/12/01,1/12/01,47.00,46.00,46.33,(3.42), 4 800 ,6,3
PJM West,1/12/01,1/15/01,1/15/01,45.50,45.00,45.12,(1.21), 3 200 ,4,6
PJM West,1/15/01,1/16/01,1/16/01,46.00,42.00,44.21,(0.91), 5 600 ,7,6
PJM West,1/16/01,1/17/01,1/17/01,42.50,42.00,42.40,(1.81), 4 000 ,4,7
PJM West,1/17/01,1/18/01,1/18/01,41.00,39.00,39.56,(2.84), 7 200 ,7,6
PJM West,1/18/01,1/19/01,1/19/01,39.50,39.00,39.25,(0.31), 2 400 ,3,5
PJM West,1/19/01,1/22/01,1/22/01,51.00,50.00,50.43,11.18 , 5 600 ,5,6
PJM West,1/22/01,1/23/01,1/23/01,50.75,50.25,50.50,0.07 , 1 600 ,2,4
PJM West,1/23/01,1/24/01,1/24/01,51.50,49.00,50.08,(0.42), 7 200 ,8,5
PJM West,1/24/01,1/25/01,1/25/01,52.00,50.75,51.42,1.34 , 2 400 ,3,3
PJM West,1/25/01,1/26/01,1/26/01,48.25,46.00,46.75,(4.67), 6 400 ,8,7
PJM West,1/26/01,1/29/01,1/29/01,44.00,43.75,43.96,(2.79), 4 800 ,6,5
PJM West,1/29/01,1/30/01,1/30/01,36.00,35.00,35.57,(8.39), 5 600 ,6,4
PJM West,1/30/01,1/31/01,1/31/01,34.50,33.25,33.73,(1.84), 8 800 ,10,8
PJM West,1/31/01,2/1/01,2/1/01,36.50,34.75,35.75,2.02 , 12 800 ,16,8
PJM West,2/1/01,2/2/01,2/2/01,40.25,39.25,39.96,4.21 , 9 600 ,12,7
PJM West,2/2/01,2/5/01,2/5/01,43.50,42.50,43.04,3.08 , 13 600 ,12,8
PJM West,2/5/01,2/6/01,2/6/01,37.75,36.50,36.94,(6.10), 7 200 ,9,8
PJM West,2/6/01,2/7/01,2/7/01,34.75,33.50,33.89,(3.05), 7 200 ,9,8
PJM West,2/7/01,2/8/01,2/8/01,32.50,32.00,32.32,(1.57), 5 600 ,7,8
PJM West,2/8/01,2/9/01,2/9/01,31.75,29.25,29.46,(2.86), 20 000 ,6,7
PJM West,2/9/01,2/12/01,2/12/01,40.00,36.00,37.54,8.08 , 4 800 ,6,5
PJM West,2/12/01,2/13/01,2/13/01,36.25,35.50,35.75,(1.79), 6 400 ,8,7
PJM West,2/13/01,2/14/01,2/14/01,31.50,30.00,30.83,(4.92), 4 800 ,6,6
PJM West,2/14/01,2/15/01,2/15/01,29.25,28.00,28.83,(2.00), 4 800 ,6,7
PJM West,2/15/01,2/16/01,2/16/01,29.00,28.75,28.83,0.00 , 9 600 ,11,9
PJM West,2/16/01,2/19/01,2/19/01,37.50,36.00,36.75,7.92 , 13 600 ,17,7
PJM West,2/19/01,2/20/01,2/20/01,37.00,36.25,36.62,(0.13), 1 600 ,2,3
PJM West,2/20/01,2/21/01,2/21/01,38.80,38.50,38.62,2.00 , 16 800 ,21,8
PJM West,2/21/01,2/22/01,2/22/01,46.00,44.00,44.85,6.23 , 19 200 ,24,10
PJM West,2/22/01,2/23/01,2/23/01,38.50,37.50,37.98,(6.87), 9 600 ,12,7
PJM West,2/23/01,2/26/01,2/26/01,39.25,37.00,38.38,0.40 , 19 200 ,24,8
PJM West,2/26/01,2/27/01,2/27/01,43.00,40.00,41.89,3.51 , 11 200 ,14,6
PJM West,2/27/01,2/28/01,2/28/01,50.50,46.50,48.58,6.69 , 16 800 ,21,12
PJM West,2/28/01,3/1/01,3/1/01,48.25,45.25,46.25,(2.33), 23 200 ,29,10
PJM West,3/1/01,3/2/01,3/2/01,42.50,36.50,38.97,(7.28), 13 600 ,16,11
PJM West,3/2/01,3/5/01,3/5/01,44.75,43.25,44.02,5.05 , 29 600 ,33,12
PJM West,3/5/01,3/6/01,3/6/01,51.50,50.00,50.71,6.69 , 14 400 ,18,11
PJM West,3/6/01,3/7/01,3/7/01,57.00,52.25,53.52,2.81 , 17 600 ,21,11
PJM West,3/7/01,3/8/01,3/8/01,45.50,44.25,45.03,(8.49), 11 200 ,13,11
PJM West,3/8/01,3/9/01,3/9/01,43.75,41.75,42.38,(2.65), 20 800 ,26,12
PJM West,3/9/01,3/12/01,3/12/01,44.00,41.25,42.16,(0.22), 20 800 ,25,10
PJM West,3/12/01,3/13/01,3/13/01,42.00,40.75,41.51,(0.65), 16 000 ,20,13
PJM West,3/13/01,3/14/01,3/14/01,39.50,38.00,38.52,(2.99), 18 400 ,16,12
PJM West,3/14/01,3/15/01,3/15/01,37.25,36.50,36.98,(1.54), 14 400 ,13,10
PJM West,3/15/01,3/16/01,3/16/01,35.50,33.75,34.32,(2.66), 19 200 ,18,11
PJM West,3/16/01,3/19/01,3/19/01,43.00,41.50,41.99,7.67 , 13 600 ,17,11
PJM West,3/19/01,3/20/01,3/20/01,48.50,47.50,48.03,6.04 , 7 200 ,9,8
PJM West,3/20/01,3/21/01,3/21/01,50.00,46.00,47.69,(0.34), 7 200 ,8,7
PJM West,3/21/01,3/22/01,3/22/01,41.50,40.50,41.00,(6.69), 4 000 ,5,7
PJM West,3/22/01,3/23/01,3/23/01,44.75,44.00,44.25,3.25 , 5 600 ,7,8
PJM West,3/23/01,3/26/01,3/26/01,54.25,51.00,52.54,8.29 , 9 600 ,11,7
PJM West,3/26/01,3/27/01,3/27/01,54.50,52.50,53.46,0.92 , 5 600 ,7,6
PJM West,3/27/01,3/28/01,3/28/01,49.00,48.00,48.44,(5.02), 12 800 ,13,11
PJM West,3/28/01,3/29/01,3/29/01,44.75,43.50,44.09,(4.35), 8 800 ,10,10
PJM West,3/29/01,3/30/01,3/30/01,41.25,40.60,40.99,(3.10), 6 400 ,8,6
PJM West,3/30/01,4/2/01,4/2/01,49.00,46.50,47.07,6.08 , 5 600 ,7,8
PJM West,4/2/01,4/3/01,4/3/01,49.00,45.25,46.00,(1.07), 8 800 ,10,9
PJM West,4/3/01,4/4/01,4/4/01,48.50,47.00,47.70,1.70 , 8 000 ,10,9
PJM West,4/4/01,4/5/01,4/5/01,50.00,49.00,49.17,1.47 , 11 200 ,10,9
PJM West,4/5/01,4/6/01,4/6/01,49.25,48.00,48.43,(0.74), 7 200 ,9,10
PJM West,4/6/01,4/9/01,4/9/01,56.50,54.00,55.10,6.67 , 9 600 ,12,12
PJM West,4/9/01,4/10/01,4/10/01,58.00,54.00,55.65,0.55 , 31 200 ,37,15
PJM West,4/10/01,4/11/01,4/11/01,56.00,53.50,54.75,(0.90), 24 000 ,24,14
PJM West,4/11/01,4/12/01,4/12/01,55.00,48.00,49.89,(4.86), 8 800 ,11,8
PJM West,4/12/01,4/13/01,4/16/01,48.00,44.50,45.54,(4.35), 11 200 ,7,6
PJM West,4/13/01,4/16/01,4/16/01,51.00,50.00,50.20,4.66 , 4 000 ,5,5
PJM West,4/16/01,4/17/01,4/17/01,54.25,53.00,53.80,3.60 , 8 800 ,9,9
PJM West,4/17/01,4/18/01,4/18/01,54.00,52.00,53.47,(0.33), 8 000 ,9,11
PJM West,4/18/01,4/19/01,4/19/01,50.00,48.05,48.76,(4.71), 3 200 ,3,6
PJM West,4/19/01,4/20/01,4/20/01,43.00,41.00,42.27,(6.49), 10 400 ,12,8
PJM West,4/20/01,4/23/01,4/23/01,55.50,54.00,54.56,12.29 , 12 000 ,13,12
PJM West,4/23/01,4/24/01,4/24/01,55.00,52.50,53.04,(1.52), 11 200 ,10,10
PJM West,4/24/01,4/25/01,4/25/01,44.10,42.00,43.12,(9.92), 9 600 ,12,10
PJM West,4/25/01,4/26/01,4/26/01,39.95,39.25,39.47,(3.65), 17 600 ,15,12
PJM West,4/26/01,4/27/01,4/27/01,40.25,39.50,39.57,0.10 , 11 200 ,13,8
PJM West,4/27/01,4/30/01,4/30/01,62.50,59.00,60.44,20.87 , 17 600 ,21,12
PJM West,4/30/01,5/1/01,5/1/01,60.00,52.75,54.55,(5.89), 13 600 ,17,14
PJM West,5/1/01,5/2/01,5/2/01,62.00,59.50,60.36,5.81 , 7 200 ,9,9
PJM West,5/2/01,5/3/01,5/3/01,70.00,65.50,68.19,7.83 , 16 800 ,21,13
PJM West,5/3/01,5/4/01,5/4/01,62.00,59.00,60.09,(8.10), 11 200 ,14,12
PJM West,5/4/01,5/7/01,5/7/01,42.00,40.75,41.46,(18.63), 24 800 ,29,11
PJM West,5/7/01,5/8/01,5/8/01,37.00,32.75,34.54,(6.92), 28 800 ,34,15
PJM West,5/8/01,5/9/01,5/9/01,40.25,38.00,39.04,4.50 , 45 600 ,47,17
PJM West,5/9/01,5/10/01,5/10/01,49.00,46.00,47.65,8.61 , 18 400 ,23,15
PJM West,5/10/01,5/11/01,5/11/01,57.00,53.00,55.49,7.84 , 49 600 ,60,17
PJM West,5/11/01,5/14/01,5/14/01,42.50,37.00,40.24,(15.25), 80 800 ,89,22
PJM West,5/14/01,5/15/01,5/15/01,48.00,35.00,35.89,(4.35), 47 200 ,55,18
PJM West,5/15/01,5/16/01,5/16/01,38.50,37.25,37.91,2.02 , 36 000 ,43,17
PJM West,5/16/01,5/17/01,5/17/01,40.00,37.50,39.27,1.36 , 26 400 ,30,14
PJM West,5/17/01,5/18/01,5/18/01,39.50,37.75,38.90,(0.37), 36 000 ,44,16
PJM West,5/18/01,5/21/01,5/21/01,38.00,36.00,36.66,(2.24), 36 000 ,33,16
PJM West,5/21/01,5/22/01,5/22/01,36.00,33.00,33.88,(2.78), 35 200 ,40,18
PJM West,5/22/01,5/23/01,5/23/01,33.50,32.50,32.99,(0.89), 20 800 ,25,16
PJM West,5/23/01,5/24/01,5/24/01,31.75,31.25,31.58,(1.41), 27 200 ,17,15
PJM West,5/24/01,5/25/01,5/25/01,32.50,30.70,31.07,(0.51), 24 000 ,17,13
PJM West,5/25/01,5/29/01,5/29/01,33.25,30.25,31.15,0.08 , 39 200 ,42,16
PJM West,5/29/01,5/30/01,5/30/01,30.00,26.50,27.55,(3.60), 41 600 ,45,19
PJM West,5/30/01,5/31/01,5/31/01,25.00,23.75,24.08,(3.47), 30 400 ,24,15
PJM West,5/31/01,6/1/01,6/1/01,24.25,23.25,23.83,(0.25), 26 400 ,29,15
PJM West,6/1/01,6/4/01,6/4/01,26.70,25.00,25.76,1.93 , 25 600 ,31,15
PJM West,6/4/01,6/5/01,6/5/01,26.75,25.00,26.27,0.51 , 26 400 ,27,16
PJM West,6/5/01,6/6/01,6/6/01,28.50,27.25,27.63,1.36 , 31 200 ,36,16
PJM West,6/6/01,6/7/01,6/7/01,29.75,28.25,29.11,1.48 , 29 600 ,29,17
PJM West,6/7/01,6/8/01,6/8/01,31.00,29.75,30.37,1.26 , 49 600 ,61,22
PJM West,6/8/01,6/11/01,6/11/01,42.00,37.75,39.33,8.96 , 40 000 ,44,18
PJM West,6/11/01,6/12/01,6/12/01,57.00,47.75,50.22,10.89 , 28 800 ,35,19
PJM West,6/12/01,6/13/01,6/13/01,65.00,58.00,61.40,11.18 , 30 400 ,38,19
PJM West,6/13/01,6/14/01,6/14/01,57.00,53.75,54.96,(6.44), 36 000 ,43,16
PJM West,6/14/01,6/15/01,6/15/01,46.25,43.50,44.86,(10.10), 24 800 ,27,18
PJM West,6/15/01,6/18/01,6/18/01,45.00,43.25,44.03,(0.83), 51 200 ,57,20
PJM West,6/18/01,6/19/01,6/19/01,53.00,49.95,51.23,7.20 , 44 800 ,53,17
PJM West,6/19/01,6/20/01,6/20/01,50.25,48.50,48.96,(2.27), 26 400 ,25,20
PJM West,6/20/01,6/21/01,6/21/01,39.00,35.00,36.96,(12.00), 26 400 ,30,19
PJM West,6/21/01,6/22/01,6/22/01,32.25,31.50,31.82,(5.14), 36 000 ,36,15
PJM West,6/22/01,6/25/01,6/25/01,39.75,37.00,38.48,6.66 , 49 600 ,59,18
PJM West,6/25/01,6/26/01,6/26/01,45.00,41.75,42.68,4.20 , 49 600 ,60,19
PJM West,6/26/01,6/27/01,6/27/01,54.75,53.25,54.10,11.42 , 31 200 ,38,21
PJM West,6/27/01,6/28/01,6/28/01,70.00,61.00,66.02,11.92 , 57 600 ,68,20
PJM West,6/28/01,6/29/01,6/29/01,65.00,57.25,62.21,(3.81), 33 600 ,37,20
PJM West,6/29/01,7/2/01,7/2/01,40.25,38.00,39.40,(22.81), 27 200 ,28,17
PJM West,7/2/01,7/3/01,7/3/01,30.00,27.50,28.43,(10.97), 30 400 ,38,18
PJM West,7/3/01,7/5/01,7/5/01,25.25,24.25,24.81,(3.62), 12 800 ,15,15
PJM West,7/5/01,7/6/01,7/6/01,27.25,25.00,25.94,1.13 , 19 200 ,22,13
PJM West,7/6/01,7/9/01,7/9/01,37.55,35.75,37.18,11.24 , 45 600 ,54,18
PJM West,7/9/01,7/10/01,7/10/01,46.75,44.50,45.56,8.38 , 42 400 ,52,22
PJM West,7/10/01,7/11/01,7/11/01,41.50,38.75,39.70,(5.86), 38 400 ,48,23
PJM West,7/11/01,7/12/01,7/12/01,33.55,33.00,33.24,(6.46), 11 200 ,12,14
PJM West,7/12/01,7/13/01,7/13/01,31.50,30.00,30.89,(2.35), 32 000 ,37,19
PJM West,7/13/01,7/16/01,7/16/01,42.50,39.00,41.56,10.67 , 43 200 ,49,19
PJM West,7/16/01,7/17/01,7/17/01,42.50,39.00,40.18,(1.38), 46 400 ,48,19
PJM West,7/17/01,7/18/01,7/18/01,41.85,40.00,40.91,0.73 , 46 400 ,54,18
PJM West,7/18/01,7/19/01,7/19/01,40.50,38.50,39.65,(1.26), 63 200 ,61,21
PJM West,7/19/01,7/20/01,7/20/01,38.25,36.25,37.39,(2.26), 64 000 ,50,23
PJM West,7/20/01,7/23/01,7/23/01,57.00,54.25,54.71,17.32 , 40 000 ,42,19
PJM West,7/23/01,7/24/01,7/24/01,75.00,63.00,67.12,12.41 , 44 800 ,55,22
PJM West,7/24/01,7/25/01,7/25/01,74.50,67.50,69.25,2.13 , 61 600 ,76,26
PJM West,7/25/01,7/26/01,7/26/01,47.75,44.25,46.16,(23.09), 37 600 ,44,20
PJM West,7/26/01,7/27/01,7/27/01,37.50,35.00,36.75,(9.41), 36 800 ,43,19
PJM West,7/27/01,7/30/01,7/30/01,42.50,39.00,40.79,4.04 , 76 800 ,88,20
PJM West,7/30/01,7/31/01,7/31/01,51.50,45.75,49.12,8.33 , 60 000 ,65,22
PJM West,7/31/01,8/1/01,8/1/01,60.20,55.25,57.40,8.28 , 41 600 ,48,23
PJM West,8/1/01,8/2/01,8/2/01,73.00,66.50,68.93,11.53 , 22 400 ,28,20
PJM West,8/2/01,8/3/01,8/3/01,67.00,61.75,65.56,(3.37), 49 600 ,48,22
PJM West,8/3/01,8/6/01,8/6/01,56.25,50.00,54.76,(10.80), 28 000 ,31,17
PJM West,8/6/01,8/7/01,8/7/01,205.00,97.00,149.36,94.60 , 72 000 ,90,24
PJM West,8/7/01,8/8/01,8/8/01,300.00,225.00,268.10,118.74 , 16 000 ,20,14
PJM West,8/8/01,8/9/01,8/9/01,325.00,266.00,288.83,20.73 , 9 600 ,12,14
PJM West,8/9/01,8/10/01,8/10/01,200.00,170.00,183.54,(105.29), 19 200 ,24,16
PJM West,8/10/01,8/13/01,8/13/01,47.25,45.00,46.33,(137.21), 22 400 ,25,20
PJM West,8/13/01,8/14/01,8/14/01,41.00,37.50,39.45,(6.88), 50 400 ,50,22
PJM West,8/14/01,8/15/01,8/15/01,39.00,38.25,38.81,(0.64), 31 200 ,32,17
PJM West,8/15/01,8/16/01,8/16/01,43.00,37.25,39.58,0.77 , 43 200 ,53,25
PJM West,8/16/01,8/17/01,8/17/01,37.50,36.50,37.03,(2.55), 32 000 ,35,19
PJM West,8/17/01,8/20/01,8/20/01,41.00,39.00,39.80,2.77 , 30 400 ,33,22
PJM West,8/20/01,8/21/01,8/21/01,43.00,37.05,38.94,(0.86), 60 800 ,67,29
PJM West,8/21/01,8/22/01,8/22/01,39.40,38.50,39.09,0.15 , 71 200 ,61,21
PJM West,8/22/01,8/23/01,8/23/01,37.75,36.25,37.24,(1.85), 57 600 ,61,20
PJM West,8/23/01,8/24/01,8/24/01,37.25,34.85,35.48,(1.76), 61 600 ,55,18
PJM West,8/24/01,8/27/01,8/27/01,39.05,38.00,38.58,3.10 , 24 800 ,29,15
PJM West,8/27/01,8/28/01,8/28/01,38.80,37.75,38.19,(0.39), 48 000 ,45,18
PJM West,8/28/01,8/29/01,8/29/01,39.05,38.00,38.83,0.64 , 40 000 ,41,20
PJM West,8/29/01,8/30/01,8/30/01,38.50,37.50,38.15,(0.68), 41 600 ,33,17
PJM West,8/30/01,8/31/01,8/31/01,39.10,38.50,38.78,0.63 , 20 000 ,21,14
PJM West,8/31/01,9/4/01,9/4/01,37.70,36.75,37.06,(1.72), 68 000 ,78,21
PJM West,9/4/01,9/5/01,9/5/01,31.80,31.00,31.51,(5.55), 30 400 ,33,17
PJM West,9/5/01,9/6/01,9/6/01,33.15,32.25,32.76,1.25 , 62 400 ,72,21
PJM West,9/6/01,9/7/01,9/7/01,34.00,32.75,33.28,0.52 , 37 600 ,47,21
PJM West,9/7/01,9/10/01,9/10/01,34.75,33.75,34.46,1.18 , 52 800 ,59,21
PJM West,9/10/01,9/11/01,9/11/01,33.50,33.00,33.33,(1.13), 32 800 ,40,20
PJM West,9/11/01,9/12/01,9/12/01,29.00,28.20,28.47,(4.86), 33 600 ,34,16
PJM West,9/12/01,9/13/01,9/13/01,28.75,28.60,28.70,0.23 , 17 600 ,21,17
PJM West,9/13/01,9/14/01,9/14/01,26.25,25.75,26.08,(2.62), 19 200 ,24,19
PJM West,9/14/01,9/17/01,9/17/01,28.55,28.00,28.26,2.18 , 29 600 ,34,17
PJM West,9/17/01,9/18/01,9/18/01,27.35,26.65,26.91,(1.35), 23 200 ,29,16
PJM West,9/18/01,9/19/01,9/19/01,27.50,26.20,26.45,(0.46), 43 200 ,50,18
PJM West,9/19/01,9/20/01,9/20/01,26.25,25.90,26.04,(0.41), 35 200 ,38,18
PJM West,9/20/01,9/21/01,9/21/01,26.25,25.45,25.59,(0.45), 36 000 ,44,17
PJM West,9/21/01,9/24/01,9/24/01,27.55,26.50,26.86,1.27 , 46 400 ,39,15
PJM West,9/24/01,9/25/01,9/25/01,25.95,25.65,25.86,(1.00), 20 800 ,23,16
PJM West,9/25/01,9/26/01,9/26/01,25.25,24.90,25.08,(0.78), 21 600 ,27,19
PJM West,9/26/01,9/27/01,9/27/01,24.65,24.45,24.54,(0.54), 23 200 ,28,18
PJM West,9/27/01,9/28/01,9/28/01,24.00,23.45,23.70,(0.84), 24 800 ,30,18
PJM West,9/28/01,10/1/01,10/1/01,25.00,24.25,24.77,1.07 , 49 600 ,57,19
PJM West,10/1/01,10/2/01,10/2/01,26.40,25.50,26.22,1.45 , 40 800 ,40,20
PJM West,10/2/01,10/3/01,10/3/01,28.30,27.75,28.08,1.86 , 36 800 ,34,22
PJM West,10/3/01,10/4/01,10/4/01,29.25,28.50,28.89,0.81 , 24 000 ,29,20
PJM West,10/4/01,10/5/01,10/5/01,29.75,28.25,29.01,0.12 , 32 000 ,33,18
PJM West,10/5/01,10/8/01,10/8/01,29.80,28.65,29.06,0.05 , 36 000 ,43,23
PJM West,10/8/01,10/9/01,10/9/01,28.50,27.90,28.23,(0.83), 38 400 ,46,25
PJM West,10/9/01,10/10/01,10/10/01,25.70,24.90,25.24,(2.99), 44 000 ,48,23
PJM West,10/10/01,10/11/01,10/11/01,24.35,23.80,24.16,(1.08), 54 400 ,66,23
PJM West,10/11/01,10/12/01,10/12/01,24.00,23.25,23.49,(0.67), 45 600 ,54,23
PJM West,10/12/01,10/15/01,10/15/01,26.50,26.00,26.35,2.86 , 40 800 ,48,24
PJM West,10/15/01,10/16/01,10/16/01,26.60,26.00,26.38,0.03 , 46 400 ,56,23
PJM West,10/16/01,10/17/01,10/17/01,25.60,24.70,25.08,(1.30), 48 800 ,55,22
PJM West,10/17/01,10/18/01,10/18/01,27.20,26.35,26.96,1.88 , 42 400 ,51,23
PJM West,10/18/01,10/19/01,10/19/01,25.80,25.25,25.47,(1.49), 35 200 ,39,21
PJM West,10/19/01,10/22/01,10/22/01,25.85,24.90,25.31,(0.16), 38 400 ,46,22
PJM West,10/22/01,10/23/01,10/23/01,25.00,24.00,24.21,(1.10), 40 800 ,48,23
PJM West,10/23/01,10/24/01,10/24/01,27.50,25.75,26.35,2.14 , 50 400 ,62,27
PJM West,10/24/01,10/25/01,10/25/01,27.10,26.25,26.79,0.44 , 79 200 ,85,26
PJM West,10/25/01,10/26/01,10/26/01,31.15,29.25,30.39,3.60 , 68 800 ,77,23
PJM West,10/26/01,10/29/01,10/29/01,32.50,32.00,32.25,1.86 , 32 800 ,30,19
PJM West,10/29/01,10/30/01,10/30/01,28.50,27.50,28.02,(4.23), 50 400 ,60,18
PJM West,10/30/01,10/31/01,10/31/01,26.00,25.50,25.72,(2.30), 60 800 ,63,23
PJM West,10/31/01,11/1/01,11/1/01,23.75,23.00,23.54,(2.18), 86 400 ,87,28
PJM West,11/1/01,11/2/01,11/2/01,23.20,22.80,23.05,(0.49), 81 600 ,80,30
PJM West,11/2/01,11/5/01,11/5/01,25.00,24.45,24.65,1.60 , 66 400 ,71,22
PJM West,11/5/01,11/6/01,11/6/01,25.40,24.15,24.64,(0.01), 88 800 ,80,26
PJM West,11/6/01,11/7/01,11/7/01,24.50,24.30,24.38,(0.26), 164 000 ,138,25
PJM West,11/7/01,11/8/01,11/8/01,24.15,23.60,23.81,(0.57), 140 800 ,114,26
PJM West,11/8/01,11/9/01,11/9/01,23.00,22.60,22.84,(0.97), 76 000 ,66,26
PJM West,11/9/01,11/12/01,11/12/01,26.10,25.50,25.90,3.06 , 80 000 ,83,25
PJM West,11/12/01,11/13/01,11/13/01,26.00,24.50,25.02,(0.88), 77 600 ,87,27
PJM West,11/13/01,11/14/01,11/14/01,25.00,24.40,24.53,(0.49), 99 200 ,88,28
PJM West,11/14/01,11/15/01,11/15/01,25.35,24.10,24.43,(0.10), 96 000 ,76,28
PJM West,11/15/01,11/16/01,11/16/01,24.75,23.25,23.58,(0.85), 89 600 ,78,28
PJM West,11/16/01,11/19/01,11/19/01,25.85,25.40,25.59,2.01 , 112 800 ,79,24
PJM West,11/19/01,11/20/01,11/20/01,25.75,24.70,25.45,(0.14), 51 200 ,55,25
PJM West,11/20/01,11/21/01,11/21/01,25.60,25.05,25.46,0.01 , 73 600 ,72,26
PJM West,11/21/01,11/23/01,11/23/01,20.10,19.90,19.99,(5.47), 33 600 ,24,15
PJM West,11/23/01,11/26/01,11/26/01,24.00,23.25,23.63,3.64 , 12 000 ,12,8
PJM West,11/26/01,11/27/01,11/27/01,22.25,21.25,21.72,(1.91), 30 400 ,28,22
PJM West,11/27/01,11/28/01,11/28/01,23.25,22.80,22.96,1.24 , 50 400 ,43,22
PJM West,11/28/01,11/29/01,11/29/01,23.75,23.20,23.34,0.38 , 72 000 ,70,23
PJM West,11/29/01,11/30/01,11/30/01,23.25,22.50,22.93,(0.41), 49 600 ,49,24
PJM West,11/30/01,12/3/01,12/3/01,25.00,24.25,24.57,1.64 , 44 800 ,47,26
PJM West,12/3/01,12/4/01,12/4/01,24.50,23.00,23.42,(1.15), 15 200 ,18,15
PJM West,12/4/01,12/5/01,12/5/01,22.60,22.10,22.37,(1.05), 29 600 ,29,17
PJM West,12/5/01,12/6/01,12/6/01,21.85,21.25,21.42,(0.95), 56 000 ,67,26
PJM West,12/6/01,12/7/01,12/7/01,22.35,22.00,22.16,0.74 , 51 200 ,56,22
PJM West,12/7/01,12/10/01,12/10/01,26.00,25.75,25.97,3.81 , 32 000 ,35,21
PJM West,12/10/01,12/11/01,12/11/01,26.50,26.00,26.18,0.21 , 40 000 ,39,22
PJM West,12/11/01,12/12/01,12/12/01,24.75,23.45,24.27,(1.91), 57 600 ,63,23
PJM West,12/12/01,12/13/01,12/13/01,23.25,22.15,22.61,(1.66), 45 600 ,48,24
PJM West,12/13/01,12/14/01,12/14/01,22.20,21.80,22.01,(0.60), 82 400 ,69,26
PJM West,12/14/01,12/17/01,12/17/01,24.25,23.75,23.90,1.89 , 40 000 ,37,20
PJM West,12/17/01,12/18/01,12/18/01,24.20,23.80,24.04,0.14 , 58 400 ,51,23
PJM West,12/18/01,12/19/01,12/19/01,24.30,23.85,23.97,(0.07), 63 200 ,58,23
PJM West,12/19/01,12/20/01,12/20/01,25.35,25.00,25.18,1.21 , 73 600 ,75,26
PJM West,12/20/01,12/21/01,12/21/01,24.60,24.20,24.39,(0.79), 75 200 ,74,21
PJM West,12/21/01,12/24/01,12/24/01,21.50,20.90,21.08,(3.31), 36 000 ,36,22
PJM West,12/24/01,12/26/01,12/26/01,26.00,25.00,25.63,4.55 , 23 200 ,22,13
PJM West,12/26/01,12/27/01,12/27/01,26.60,26.00,26.34,0.71 , 68 000 ,50,23
PJM West,12/27/01,12/28/01,12/28/01,26.35,25.50,25.95,(0.39), 60 800 ,55,24
PJM West,12/28/01,12/31/01,12/31/01,24.10,23.50,23.81,(2.14), 28 800 ,33,21
PJM West,12/31/01,1/2/02,1/2/02,31.00,28.00,29.66,5.85 , 68 800 ,73,27
PJM West,1/2/02,1/3/02,1/3/02,31.00,27.50,29.51,(0.15), 108 000 ,101,28
PJM West,1/3/02,1/4/02,1/4/02,28.25,26.95,27.38,(2.13), 107 200 ,96,32
PJM West,1/4/02,1/7/02,1/7/02,26.70,26.25,26.45,(0.93), 102 400 ,106,29
PJM West,1/7/02,1/8/02,1/8/02,26.25,25.45,25.75,(0.70), 87 200 ,81,27
PJM West,1/8/02,1/9/02,1/9/02,24.85,24.20,24.45,(1.30), 53 600 ,58,27
PJM West,1/9/02,1/10/02,1/10/02,23.60,22.50,23.05,(1.40), 88 000 ,87,25
PJM West,1/10/02,1/11/02,1/11/02,23.05,22.75,22.91,(0.14), 72 000 ,79,24
PJM West,1/11/02,1/14/02,1/14/02,25.10,24.55,24.88,1.97 , 75 200 ,82,29
PJM West,1/14/02,1/15/02,1/15/02,23.65,22.60,23.44,(1.44), 47 200 ,44,22
PJM West,1/15/02,1/16/02,1/16/02,23.05,22.85,22.95,(0.49), 42 400 ,47,21
PJM West,1/16/02,1/17/02,1/17/02,23.60,23.10,23.33,0.38 , 68 000 ,76,27
PJM West,1/17/02,1/18/02,1/18/02,23.80,23.30,23.47,0.14 , 72 800 ,73,28
PJM West,1/18/02,1/21/02,1/21/02,23.25,22.70,22.87,(0.60), 64 800 ,44,22
PJM West,1/21/02,1/22/02,1/22/02,23.35,22.85,23.15,0.28 , 30 400 ,36,24
PJM West,1/22/02,1/23/02,1/23/02,22.95,22.00,22.47,(0.68), 62 400 ,59,26
PJM West,1/23/02,1/24/02,1/24/02,21.90,21.50,21.62,(0.85), 51 200 ,51,26
PJM West,1/24/02,1/25/02,1/25/02,22.75,21.85,22.06,0.44 , 114 400 ,104,29
PJM West,1/25/02,1/28/02,1/28/02,22.50,22.25,22.34,0.28 , 73 600 ,66,27
