Price Hub,Trade Date,Delivery Start Date,Delivery End Date,High Price $/MWh, Low Price $/MWh , Wtd Avg Price $/MWh ,Change, Daily Volume MWh ,Number of Trades,Number of Counterparties
Indiana Hub RT Peak,1/26/2018,1/29/2018,1/29/2018,33.15,33,33.08,5.43,1 600,2,2
Indiana Hub RT Peak,1/29/2018,1/30/2018,1/30/2018,36,35.85,35.93,2.85,1 600,2,4
Indiana Hub RT Peak,1/30/2018,1/31/2018,1/31/2018,35.75,35.75,35.75,-0.18,800,1,2
Indiana Hub RT Peak,1/31/2018,2/1/2018,2/1/2018,34.25,33.5,33.75,-2,2 400,3,5
Indiana Hub RT Peak,2/1/2018,2/2/2018,2/2/2018,38.5,38.45,38.48,4.73,1 600,2,4
Indiana Hub RT Peak,2/2/2018,2/5/2018,2/5/2018,36.5,36.5,36.5,-1.98,800,1,2
Indiana Hub RT Peak,2/5/2018,2/6/2018,2/6/2018,31.5,30.75,31.17,-5.33,2 400,3,6
Indiana Hub RT Peak,2/6/2018,2/7/2018,2/7/2018,32.75,32.5,32.63,1.46,1 600,2,4
Indiana Hub RT Peak,2/7/2018,2/8/2018,2/8/2018,32.7,32.7,32.7,0.07,800,1,2
Indiana Hub RT Peak,2/8/2018,2/9/2018,2/9/2018,28.75,28.75,28.75,-3.95,800,1,2
Indiana Hub RT Peak,2/9/2018,2/12/2018,2/12/2018,29.75,29.75,29.75,1,800,1,2
Indiana Hub RT Peak,2/12/2018,2/13/2018,2/13/2018,28.3,28.3,28.3,-1.45,800,1,2
Indiana Hub RT Peak,2/16/2018,2/19/2018,2/19/2018,28,26,27.1,-1.2,6 400,8,8
Indiana Hub RT Peak,2/22/2018,2/23/2018,2/23/2018,30,30,30,2.9,800,1,2
Indiana Hub RT Peak,2/26/2018,2/27/2018,2/27/2018,37,37,37,7,800,1,2
Indiana Hub RT Peak,2/27/2018,2/28/2018,2/28/2018,33,33,33,-4,800,1,2
Indiana Hub RT Peak,2/28/2018,3/1/2018,3/1/2018,36.5,36.5,36.5,3.5,1 600,2,3
Indiana Hub RT Peak,3/1/2018,3/2/2018,3/2/2018,31,31,31,-5.5,1 600,2,3
Indiana Hub RT Peak,3/12/2018,3/13/2018,3/13/2018,33.75,33.75,33.75,2.75,800,1,2
Indiana Hub RT Peak,8/16/2018,8/17/2018,8/17/2018,39,39,39,3,1 600,2,3
Indiana Hub RT Peak,8/24/2018,8/27/2018,8/27/2018,43,43,43,4,800,1,2
Indiana Hub RT Peak,8/29/2018,8/30/2018,8/30/2018,31.65,31.65,31.65,-11.35,800,1,2
Indiana Hub RT Peak,8/30/2018,8/31/2018,8/31/2018,31.05,30.75,30.85,-0.8,2 400,3,3
Indiana Hub RT Peak,9/4/2018,9/5/2018,9/5/2018,49,46.25,47.88,17.03,4 800,6,6
Indiana Hub RT Peak,9/6/2018,9/7/2018,9/7/2018,30.55,30,30.28,-17.6,1 600,2,3
Indiana Hub RT Peak,9/7/2018,9/10/2018,9/10/2018,32.4,32,32.2,1.92,1 600,2,3
Indiana Hub RT Peak,9/11/2018,9/12/2018,9/12/2018,31.85,31.5,31.7,-0.5,2 400,3,4
Indiana Hub RT Peak,9/12/2018,9/13/2018,9/13/2018,36.3,36,36.15,4.45,2 400,3,4
Indiana Hub RT Peak,9/13/2018,9/14/2018,9/14/2018,42.9,42.35,42.55,6.4,2 400,3,3
Indiana Hub RT Peak,9/14/2018,9/17/2018,9/17/2018,51.5,46,49.42,6.87,14 400,18,10
Indiana Hub RT Peak,9/17/2018,9/18/2018,9/18/2018,59.25,58,58.88,9.46,4 800,6,8
Indiana Hub RT Peak,9/18/2018,9/19/2018,9/19/2018,51.75,51,51.56,-7.32,3 200,4,6
Indiana Hub RT Peak,9/19/2018,9/20/2018,9/20/2018,63.5,63.5,63.5,11.94,13 600,16,6
Indiana Hub RT Peak,9/20/2018,9/21/2018,9/21/2018,43.9,43.05,43.45,-20.05,2 400,3,4
Indiana Hub RT Peak,9/28/2018,10/1/2018,10/1/2018,43.4,42,42.8,-0.65,2 400,3,5
Indiana Hub RT Peak,10/1/2018,10/2/2018,10/2/2018,44.4,44,44.2,1.4,1 600,2,3
Indiana Hub RT Peak,10/2/2018,10/3/2018,10/3/2018,62.35,57,59.88,15.68,12 800,16,16
Indiana Hub RT Peak,10/3/2018,10/4/2018,10/4/2018,44.75,44.75,44.75,-15.13,800,1,2
Indiana Hub RT Peak,10/5/2018,10/8/2018,10/8/2018,60.4,55,58.15,13.4,4 000,5,8
Indiana Hub RT Peak,10/8/2018,10/9/2018,10/9/2018,70.35,65,68.47,10.32,8 800,11,11
Indiana Hub RT Peak,10/10/2018,10/11/2018,10/11/2018,36.75,36.75,36.75,-31.72,800,1,2
Indiana Hub RT Peak,10/12/2018,10/15/2018,10/15/2018,36.5,36.5,36.5,-0.25,800,1,2
Indiana Hub RT Peak,10/30/2018,10/31/2018,10/31/2018,34.95,34.5,34.73,-1.77,1 600,2,4
Indiana Hub RT Peak,10/31/2018,11/1/2018,11/1/2018,37,37,37,2.27,1 600,2,4
Indiana Hub RT Peak,11/1/2018,11/2/2018,11/2/2018,36,36,36,-1,1 600,2,4
Indiana Hub RT Peak,11/2/2018,11/5/2018,11/5/2018,37.9,37.5,37.6,1.6,3 200,4,5
Indiana Hub RT Peak,11/5/2018,11/6/2018,11/6/2018,34.5,34.5,34.5,-3.1,800,1,2
Indiana Hub RT Peak,11/7/2018,11/8/2018,11/8/2018,41.25,40.5,40.94,6.44,5 600,7,8
Indiana Hub RT Peak,11/12/2018,11/13/2018,11/13/2018,48.45,48,48.23,7.29,1 600,2,3
Indiana Hub RT Peak,11/14/2018,11/15/2018,11/15/2018,48.45,48.45,48.45,0.22,800,1,2
Indiana Hub RT Peak,11/26/2018,11/27/2018,11/27/2018,50.25,50,50.13,1.68,1 600,2,3
Indiana Hub RT Peak,11/27/2018,11/28/2018,11/28/2018,47.5,47.5,47.5,-2.63,800,1,2
Indiana Hub RT Peak,11/28/2018,11/29/2018,11/29/2018,43,43,43,-4.5,800,1,2
Mid C Peak,1/3/2018,1/4/2018,1/4/2018,35.75,28.75,31.15,-3.06,24 000,59,19
Mid C Peak,1/4/2018,1/5/2018,1/6/2018,23.5,22,23.13,-8.02,54 400,65,15
Mid C Peak,1/5/2018,1/8/2018,1/8/2018,25.15,23.75,24.36,1.23,34 000,85,19
Mid C Peak,1/9/2018,1/10/2018,1/10/2018,21,19,20.22,-0.05,28 400,67,16
Mid C Peak,1/10/2018,1/11/2018,1/12/2018,21,19.75,20.51,0.29,72 800,84,22
Mid C Peak,1/11/2018,1/13/2018,1/13/2018,23,20,21.25,0.74,39 600,96,17
Mid C Peak,1/12/2018,1/15/2018,1/16/2018,25,23,24.15,2.9,54 400,66,17
Mid C Peak,1/16/2018,1/17/2018,1/17/2018,23,21.5,22.25,-1.9,32 400,74,16
Mid C Peak,1/17/2018,1/18/2018,1/18/2018,21,20,20.66,-1.59,45 200,99,18
Mid C Peak,1/18/2018,1/19/2018,1/20/2018,20.5,19.75,20.26,-0.4,68 000,83,15
Mid C Peak,1/19/2018,1/22/2018,1/22/2018,23,21.5,21.74,1.48,34 400,86,17
Mid C Peak,1/22/2018,1/23/2018,1/23/2018,24.75,23,23.65,1.91,36 000,89,18
Mid C Peak,1/23/2018,1/24/2018,1/24/2018,22,21.5,21.84,-1.81,25 600,64,17
Mid C Peak,1/24/2018,1/25/2018,1/25/2018,21.75,20.75,21.36,-0.48,31 200,70,17
Mid C Peak,1/25/2018,1/26/2018,1/27/2018,20,18.75,19.39,-1.97,41 600,51,17
Mid C Peak,1/26/2018,1/29/2018,1/29/2018,21.25,19.5,20.18,0.79,27 200,59,16
Mid C Peak,1/29/2018,1/30/2018,1/30/2018,17,15,16,-4.18,40 000,88,17
Mid C Peak,1/30/2018,1/31/2018,1/31/2018,22,19.5,20.38,4.38,38 800,91,19
Mid C Peak,1/31/2018,2/1/2018,2/1/2018,21.5,19.75,20.23,-0.15,36 800,81,19
Mid C Peak,2/1/2018,2/2/2018,2/3/2018,10,5.5,8.03,-12.2,59 200,73,19
Mid C Peak,2/2/2018,2/5/2018,2/5/2018,13.5,9,12.27,4.24,28 800,69,17
Mid C Peak,2/5/2018,2/6/2018,2/6/2018,17,12.5,15.27,3,41 600,100,22
Mid C Peak,2/6/2018,2/7/2018,2/7/2018,16.25,12.25,13.52,-1.75,38 000,83,20
Mid C Peak,2/7/2018,2/8/2018,2/8/2018,13,9,10.46,-3.06,47 200,109,19
Mid C Peak,2/8/2018,2/9/2018,2/10/2018,19,16,17.46,7,91 200,110,20
Mid C Peak,2/9/2018,2/12/2018,2/12/2018,23,20.25,20.95,3.49,35 600,77,13
Mid C Peak,2/12/2018,2/13/2018,2/13/2018,25,22.75,23.67,2.72,35 600,83,17
Mid C Peak,2/13/2018,2/14/2018,2/14/2018,24,16,19.81,-3.86,30 000,69,15
Mid C Peak,2/14/2018,2/15/2018,2/16/2018,20.5,19.75,20.1,0.29,53 600,60,16
Mid C Peak,2/15/2018,2/17/2018,2/17/2018,14,9,10.6,-9.5,41 200,100,20
Mid C Peak,2/16/2018,2/19/2018,2/20/2018,40,33,35.35,24.75,76 800,86,18
Mid C Peak,2/20/2018,2/21/2018,2/21/2018,50,36,37.96,2.61,36 800,86,19
Mid C Peak,2/21/2018,2/22/2018,2/22/2018,52,46,49.34,11.38,43 200,104,18
Mid C Peak,2/22/2018,2/23/2018,2/24/2018,24,21.25,22.59,-26.75,48 000,60,16
Mid C Peak,2/23/2018,2/26/2018,2/26/2018,26,24,25.21,2.62,30 000,69,15
Mid C Peak,2/26/2018,2/27/2018,2/27/2018,23,21,22.21,-3,28 800,62,17
Mid C Peak,2/27/2018,2/28/2018,2/28/2018,26.25,25,25.6,3.39,38 400,95,16
Mid C Peak,2/28/2018,3/1/2018,3/1/2018,25.5,24,24.74,-0.86,40 400,95,18
Mid C Peak,3/1/2018,3/2/2018,3/3/2018,22.25,20,20.94,-3.8,62 400,71,20
Mid C Peak,3/2/2018,3/5/2018,3/5/2018,31,24.5,26.9,5.96,35 600,82,17
Mid C Peak,3/5/2018,3/6/2018,3/6/2018,33,30,31.06,4.16,35 600,83,12
Mid C Peak,3/6/2018,3/7/2018,3/7/2018,32.5,30.25,31.24,0.18,37 600,90,15
Mid C Peak,3/7/2018,3/8/2018,3/8/2018,22,20,20.77,-10.47,19 200,48,14
Mid C Peak,3/8/2018,3/9/2018,3/10/2018,19.25,15.5,17.92,-2.85,33 600,42,15
Mid C Peak,3/9/2018,3/12/2018,3/12/2018,21.5,18,20.86,2.94,32 400,78,18
Mid C Peak,3/12/2018,3/13/2018,3/13/2018,21,19.75,20.11,-0.75,25 200,56,16
Mid C Peak,3/13/2018,3/14/2018,3/14/2018,19,18,18.2,-1.91,28 400,67,19
Mid C Peak,3/14/2018,3/15/2018,3/15/2018,23.75,21.5,23.02,4.82,32 000,69,16
Mid C Peak,3/15/2018,3/16/2018,3/17/2018,21.5,19,20.73,-2.29,40 800,46,18
Mid C Peak,3/16/2018,3/19/2018,3/19/2018,23,21.5,22.57,1.84,29 200,65,17
Mid C Peak,3/19/2018,3/20/2018,3/20/2018,22.75,19,22.29,-0.28,36 000,82,17
Mid C Peak,3/20/2018,3/21/2018,3/21/2018,21,20,20.22,-2.07,20 400,41,15
Mid C Peak,3/21/2018,3/22/2018,3/22/2018,18.5,16.5,17.01,-3.21,28 000,68,16
Mid C Peak,3/22/2018,3/23/2018,3/24/2018,19.5,18.75,19.09,2.08,56 000,63,17
Mid C Peak,3/23/2018,3/26/2018,3/26/2018,19.85,18.75,19.14,0.05,42 800,90,19
Mid C Peak,3/26/2018,3/27/2018,3/27/2018,16,13,14.56,-4.58,29 200,66,19
Mid C Peak,3/27/2018,3/28/2018,3/29/2018,17.5,14.5,15.97,1.41,72 800,88,22
Mid C Peak,3/28/2018,3/30/2018,3/31/2018,16.75,14,16.14,0.17,58 400,73,17
Mid C Peak,3/29/2018,4/2/2018,4/2/2018,17.25,14,15.48,-0.66,39 600,70,18
Mid C Peak,4/2/2018,4/3/2018,4/3/2018,23,18.35,20.75,5.27,29 600,72,17
Mid C Peak,4/3/2018,4/4/2018,4/4/2018,25,23,24.14,3.39,30 000,66,19
Mid C Peak,4/4/2018,4/5/2018,4/5/2018,25,24.25,24.77,0.63,34 400,69,17
Mid C Peak,4/5/2018,4/6/2018,4/7/2018,15,13.75,14.37,-10.4,23 200,29,11
Mid C Peak,4/6/2018,4/9/2018,4/9/2018,24.5,21,23.03,8.66,33 200,70,16
Mid C Peak,4/9/2018,4/10/2018,4/10/2018,18,15,16.67,-6.36,44 400,93,19
Mid C Peak,4/10/2018,4/11/2018,4/11/2018,23.25,21,22.32,5.65,45 200,103,19
Mid C Peak,4/11/2018,4/12/2018,4/12/2018,16.5,13.5,14.99,-7.33,40 400,97,19
Mid C Peak,4/12/2018,4/13/2018,4/14/2018,18,16,17.03,2.04,71 200,79,19
Mid C Peak,4/13/2018,4/16/2018,4/16/2018,18,16,17.15,0.12,40 800,93,21
Mid C Peak,4/16/2018,4/17/2018,4/17/2018,16,13.5,14.43,-2.72,30 800,76,20
Mid C Peak,4/17/2018,4/18/2018,4/18/2018,26.5,24,25.24,10.81,44 400,104,16
Mid C Peak,4/18/2018,4/19/2018,4/19/2018,23.5,22,22.78,-2.46,34 400,69,16
Mid C Peak,4/19/2018,4/20/2018,4/21/2018,11.25,8,10.44,-12.34,73 600,83,19
Mid C Peak,4/20/2018,4/23/2018,4/23/2018,22,18,21.09,10.65,49 200,121,17
Mid C Peak,4/23/2018,4/24/2018,4/24/2018,23.5,20,20.95,-0.14,44 400,110,18
Mid C Peak,4/24/2018,4/25/2018,4/25/2018,25,22,23.56,2.61,37 200,79,14
Mid C Peak,4/25/2018,4/26/2018,4/26/2018,24,19.25,21.88,-1.68,41 200,92,21
Mid C Peak,4/26/2018,4/27/2018,4/28/2018,7.5,1,4.5,-17.38,57 600,69,18
Mid C Peak,4/27/2018,4/30/2018,4/30/2018,17,9,14.23,9.73,32 000,77,19
Mid C Peak,4/30/2018,5/1/2018,5/1/2018,19.5,16.25,17.47,3.24,33 200,77,21
Mid C Peak,5/1/2018,5/2/2018,5/2/2018,24,20,22.29,4.82,38 000,94,18
Mid C Peak,5/2/2018,5/3/2018,5/3/2018,17.5,16,16.94,-5.35,24 800,61,18
Mid C Peak,5/3/2018,5/4/2018,5/5/2018,14,12,12.72,-4.22,34 400,43,9
Mid C Peak,5/4/2018,5/7/2018,5/7/2018,24,15,18.28,5.56,31 600,73,14
Mid C Peak,5/7/2018,5/8/2018,5/8/2018,20,15,17.46,-0.82,44 400,106,17
Mid C Peak,5/8/2018,5/9/2018,5/9/2018,11.5,8.5,9.66,-7.8,42 000,105,19
Mid C Peak,5/9/2018,5/10/2018,5/10/2018,9,5,7.58,-2.08,50 400,119,18
Mid C Peak,5/10/2018,5/11/2018,5/12/2018,13.5,11.5,12.56,4.98,64 800,79,16
Mid C Peak,5/11/2018,5/14/2018,5/14/2018,23,19,20.45,7.89,30 000,67,20
Mid C Peak,5/14/2018,5/15/2018,5/15/2018,18.5,16.25,17.21,-3.24,31 600,75,16
Mid C Peak,5/15/2018,5/16/2018,5/16/2018,14,9,10.51,-6.7,37 600,83,18
Mid C Peak,5/16/2018,5/17/2018,5/17/2018,9.5,7,8.29,-2.22,39 200,97,18
Mid C Peak,5/17/2018,5/18/2018,5/19/2018,10,5,6.97,-1.32,51 200,62,19
Mid C Peak,5/18/2018,5/21/2018,5/21/2018,18,8.25,11.76,4.79,49 200,119,19
Mid C Peak,5/21/2018,5/22/2018,5/22/2018,19.5,15.5,17.16,5.4,48 400,118,19
Mid C Peak,5/22/2018,5/23/2018,5/23/2018,19.5,17.5,18.28,1.12,47 600,111,18
Mid C Peak,5/23/2018,5/24/2018,5/25/2018,13,10,11.45,-6.83,64 000,80,17
Mid C Peak,5/24/2018,5/26/2018,5/26/2018,0.25,-1,-0.18,-11.63,20 400,44,17
Mid C Peak,5/25/2018,5/29/2018,5/29/2018,12,9,10.78,10.96,29 600,72,17
Mid C Peak,5/29/2018,5/30/2018,5/30/2018,15.5,13.5,14.55,3.77,22 800,50,15
Mid C Peak,5/30/2018,5/31/2018,5/31/2018,7.5,4,6.49,-8.06,49 600,116,18
Mid C Peak,5/31/2018,6/1/2018,6/2/2018,8,4,5.32,-1.17,74 400,91,19
Mid C Peak,6/1/2018,6/4/2018,6/4/2018,14.25,13,13.93,8.61,36 800,87,20
Mid C Peak,6/4/2018,6/5/2018,6/5/2018,16.75,12.25,14.98,1.05,31 200,74,16
Mid C Peak,6/5/2018,6/6/2018,6/6/2018,20.75,20,20.38,5.4,24 000,59,16
Mid C Peak,6/6/2018,6/7/2018,6/7/2018,17.75,15.75,16.72,-3.66,40 000,98,16
Mid C Peak,6/7/2018,6/8/2018,6/9/2018,15,13,13.93,-2.79,47 200,59,18
Mid C Peak,6/8/2018,6/11/2018,6/11/2018,21,18,19.58,5.65,40 000,95,19
Mid C Peak,6/11/2018,6/12/2018,6/12/2018,27,21,23.99,4.41,42 800,104,21
Mid C Peak,6/12/2018,6/13/2018,6/13/2018,19.25,16.75,17.94,-6.05,32 400,81,19
Mid C Peak,6/13/2018,6/14/2018,6/14/2018,24,22,23.28,5.34,32 000,79,19
Mid C Peak,6/14/2018,6/15/2018,6/16/2018,23,20.75,21.73,-1.55,44 000,53,16
Mid C Peak,6/15/2018,6/18/2018,6/18/2018,29,22,25.26,3.53,22 800,57,18
Mid C Peak,6/18/2018,6/19/2018,6/19/2018,26,23.5,25.21,-0.05,25 600,63,19
Mid C Peak,6/19/2018,6/20/2018,6/20/2018,28,25.5,26.55,1.34,29 200,73,19
Mid C Peak,6/20/2018,6/21/2018,6/21/2018,18,16,17.33,-9.22,39 200,98,19
Mid C Peak,6/21/2018,6/22/2018,6/23/2018,16,14.25,14.91,-2.42,35 200,40,15
Mid C Peak,6/22/2018,6/25/2018,6/25/2018,13.25,12.75,13.01,-1.9,11 600,29,14
Mid C Peak,6/25/2018,6/26/2018,6/26/2018,18,16.25,17.36,4.35,23 200,58,17
Mid C Peak,6/26/2018,6/27/2018,6/27/2018,17,14.75,15.65,-1.71,22 400,55,16
Mid C Peak,6/27/2018,6/28/2018,6/28/2018,12,8.5,9.78,-5.87,22 000,54,17
Mid C Peak,6/28/2018,6/29/2018,6/30/2018,13,8,10.13,0.35,57 600,71,20
Mid C Peak,6/29/2018,7/2/2018,7/2/2018,17.25,15.5,16.59,6.46,30 800,75,18
Mid C Peak,7/2/2018,7/3/2018,7/3/2018,28.75,24.5,26.03,9.44,19 600,49,18
Mid C Peak,7/3/2018,7/5/2018,7/5/2018,46.5,40,42.81,16.78,30 000,61,18
Mid C Peak,7/5/2018,7/6/2018,7/7/2018,37,28,29.95,-12.86,43 200,54,17
Mid C Peak,7/6/2018,7/9/2018,7/9/2018,27,26,26.6,-3.35,5 200,13,9
Mid C Peak,7/9/2018,7/10/2018,7/10/2018,27,25.5,25.94,-0.66,22 000,55,18
Mid C Peak,7/10/2018,7/11/2018,7/11/2018,42,36,38.69,12.75,18 000,45,15
Mid C Peak,7/11/2018,7/12/2018,7/12/2018,51.5,48,50,11.31,14 400,36,19
Mid C Peak,7/12/2018,7/13/2018,7/14/2018,38.25,37,37.9,-12.1,18 400,23,11
Mid C Peak,7/13/2018,7/16/2018,7/16/2018,56,50,54.42,16.52,19 200,44,16
Mid C Peak,7/16/2018,7/17/2018,7/17/2018,47,37.5,39.63,-14.79,13 600,34,15
Mid C Peak,7/17/2018,7/18/2018,7/18/2018,33,29,31.43,-8.2,17 200,43,18
Mid C Peak,7/18/2018,7/19/2018,7/19/2018,32,28.5,30.18,-1.25,17 600,38,19
Mid C Peak,7/19/2018,7/20/2018,7/21/2018,44,38.5,40.31,10.13,40 000,48,18
Mid C Peak,7/20/2018,7/23/2018,7/23/2018,210,185,197.94,157.63,19 200,46,16
Mid C Peak,7/23/2018,7/24/2018,7/24/2018,250,200,217.94,20,14 000,35,17
Mid C Peak,7/24/2018,7/25/2018,7/25/2018,225,200,214.62,-3.32,10 400,23,13
Mid C Peak,7/25/2018,7/26/2018,7/26/2018,200,182,194.83,-19.79,12 000,30,15
Mid C Peak,7/26/2018,7/27/2018,7/28/2018,95,80,87.05,-107.78,45 600,57,16
Mid C Peak,7/27/2018,7/30/2018,7/30/2018,118,93,105.7,18.65,26 000,61,20
Mid C Peak,7/30/2018,7/31/2018,7/31/2018,103,83.5,93.35,-12.35,22 000,53,18
Mid C Peak,7/31/2018,8/1/2018,8/1/2018,78,72,75.51,-17.84,33 600,84,20
Mid C Peak,8/1/2018,8/2/2018,8/2/2018,65,60,62.84,-12.67,26 000,65,19
Mid C Peak,8/2/2018,8/3/2018,8/4/2018,64,47,58.69,-4.15,21 600,27,15
Mid C Peak,8/3/2018,8/6/2018,8/6/2018,285,225,254.31,195.62,10 400,26,12
Mid C Peak,8/6/2018,8/7/2018,8/7/2018,310,265,300.52,46.21,11 600,28,11
Mid C Peak,8/7/2018,8/8/2018,8/8/2018,175,135,147.83,-152.69,16 800,42,16
Mid C Peak,8/8/2018,8/9/2018,8/9/2018,140,124,131.15,-16.68,25 200,62,21
